WordInds,LexSemErr,ONsize,Frequency,Concreteness,ItemCrossedThreshold,Constraint_name,IsExpected_name,Constraint_code,IsExpected_code,Word
78.0,280.12550154990817,4.0,0.022807365,1.0,1.0,LowConstraint,Unexpected,-1,-1,fawn
359.0,253.41099429554941,1.0,0.008588758,-1.0,1.0,LowConstraint,Unexpected,-1,-1,bios
328.0,269.3886116447396,7.0,0.054669642,-1.0,1.0,LowConstraint,Unexpected,-1,-1,main
132.0,349.6069620505073,15.0,0.030960566,1.0,1.0,LowConstraint,Unexpected,-1,-1,bale
342.0,316.0976392545739,9.0,0.026586994,1.0,1.0,LowConstraint,Unexpected,-1,-1,spam
278.0,223.60610049654375,0.0,0.010836738,1.0,1.0,LowConstraint,Unexpected,-1,-1,ovum
168.0,280.6705221609851,4.0,0.016727561,-1.0,1.0,LowConstraint,Unexpected,-1,-1,gait
36.0,262.49399581896944,3.0,0.041136769,-1.0,1.0,LowConstraint,Unexpected,-1,-1,prep
55.0,292.39831105651245,5.0,0.046106082,1.0,1.0,LowConstraint,Unexpected,-1,-1,flip
484.0,258.651231976267,3.0,0.047745721,-1.0,1.0,LowConstraint,Unexpected,-1,-1,clue
497.0,352.53960979078175,17.0,0.019742265,1.0,1.0,LowConstraint,Unexpected,-1,-1,pore
246.0,277.8016544064899,5.0,0.046804413,-1.0,1.0,LowConstraint,Unexpected,-1,-1,tune
156.0,300.9632513562186,11.0,0.042106874,-1.0,1.0,LowConstraint,Unexpected,-1,-1,hack
375.0,203.7606114897165,1.0,0.065213009,-1.0,1.0,LowConstraint,Unexpected,-1,-1,news
477.0,334.220552214817,12.0,0.03969511,1.0,1.0,LowConstraint,Unexpected,-1,-1,bunk
259.0,305.7070233178985,8.0,0.041136769,1.0,1.0,LowConstraint,Unexpected,-1,-1,bass
264.0,255.18945731727558,5.0,0.047796116,1.0,1.0,LowConstraint,Unexpected,-1,-1,jean
319.0,310.6473225352757,13.0,0.035636508,-1.0,1.0,LowConstraint,Unexpected,-1,-1,lent
501.0,264.1929873781931,2.0,0.051008801,1.0,1.0,LowConstraint,Unexpected,-1,-1,tied
351.0,318.8231904448922,8.0,0.018379799,1.0,1.0,LowConstraint,Unexpected,-1,-1,vise
451.0,322.0265124271643,9.0,0.040415039,1.0,1.0,LowConstraint,Unexpected,-1,-1,bolt
93.0,246.7122095335957,2.0,0.045161174,1.0,1.0,LowConstraint,Unexpected,-1,-1,eats
272.0,278.4634538315665,6.0,0.030260434,1.0,1.0,LowConstraint,Unexpected,-1,-1,lobe
509.0,209.13034116487242,0.0,0.023610086,1.0,1.0,LowConstraint,Unexpected,-1,-1,kiwi
280.0,301.9780820665379,7.0,0.032924173,1.0,1.0,LowConstraint,Unexpected,-1,-1,harp
85.0,333.172824100997,13.0,0.033590108,1.0,1.0,LowConstraint,Unexpected,-1,-1,pest
175.0,287.3674412672434,7.0,0.03652562,-1.0,1.0,LowConstraint,Unexpected,-1,-1,dork
346.0,305.2248716076157,8.0,0.040281852,1.0,1.0,LowConstraint,Unexpected,-1,-1,loop
503.0,296.4650334400666,5.0,0.028224834,1.0,1.0,LowConstraint,Unexpected,-1,-1,spur
446.0,302.6619748397754,8.0,0.020629578,-1.0,1.0,LowConstraint,Unexpected,-1,-1,musk
28.0,307.22838129925964,8.0,0.033096956,1.0,1.0,LowConstraint,Unexpected,-1,-1,hoop
307.0,305.4828891796732,10.0,0.016727561,-1.0,1.0,LowConstraint,Unexpected,-1,-1,rend
433.0,206.6074849261309,0.0,0.017175717,-1.0,1.0,LowConstraint,Unexpected,-1,-1,zips
414.0,260.05792843344915,5.0,0.063308796,-1.0,1.0,LowConstraint,Unexpected,-1,-1,poor
362.0,293.5852848898934,10.0,0.020903151,-1.0,1.0,LowConstraint,Unexpected,-1,-1,bide
437.0,332.71104576213264,11.0,0.023610086,1.0,1.0,LowConstraint,Unexpected,-1,-1,bile
452.0,209.59011856901685,3.0,0.041217761,-1.0,1.0,LowConstraint,Unexpected,-1,-1,unto
334.0,275.1056570993864,3.0,0.042558629,1.0,1.0,LowConstraint,Unexpected,-1,-1,chew
227.0,277.1880504659722,4.0,0.017998236,-1.0,1.0,LowConstraint,Unexpected,-1,-1,prim
289.0,250.60199045752285,4.0,0.037454329,1.0,1.0,LowConstraint,Unexpected,-1,-1,yank
183.0,268.58407186910716,6.0,0.038820396,-1.0,1.0,LowConstraint,Unexpected,-1,-1,doom
296.0,257.32194688301206,1.0,0.042034881,1.0,1.0,LowConstraint,Unexpected,-1,-1,drum
4.0,324.42516525535774,10.0,0.03857022,1.0,1.0,LowConstraint,Unexpected,-1,-1,mint
92.0,313.8270615903268,11.0,0.041550728,1.0,1.0,LowConstraint,Unexpected,-1,-1,tuck
39.0,315.10589440735447,9.0,0.02949011,1.0,1.0,LowConstraint,Unexpected,-1,-1,lard
475.0,317.78161078031087,8.0,0.026842569,1.0,1.0,LowConstraint,Unexpected,-1,-1,dusk
173.0,319.296658938845,12.0,0.042592826,1.0,1.0,LowConstraint,Unexpected,-1,-1,reed
239.0,306.40807315284366,8.0,0.045810911,1.0,1.0,LowConstraint,Unexpected,-1,-1,flow
310.0,331.04268932733027,15.0,0.042952791,1.0,1.0,LowConstraint,Unexpected,-1,-1,mill
302.0,204.84735279966918,0.0,0.028834974,1.0,1.0,LowConstraint,Unexpected,-1,-1,quad
230.0,272.1427352494018,6.0,0.031464516,1.0,1.0,LowConstraint,Unexpected,-1,-1,skid
240.0,267.6691385743352,4.0,0.026320621,-1.0,1.0,LowConstraint,Unexpected,-1,-1,dual
390.0,212.0772799108744,2.0,0.06653228,-1.0,1.0,LowConstraint,Unexpected,-1,-1,high
138.0,280.9542412773902,7.0,0.05755116,-1.0,1.0,LowConstraint,Unexpected,-1,-1,crap
126.0,254.45275833052438,1.0,0.014006227,-1.0,1.0,LowConstraint,Unexpected,-1,-1,peon
112.0,291.9081181442367,6.0,0.021912853,-1.0,1.0,LowConstraint,Unexpected,-1,-1,sped
140.0,220.27784082333034,0.0,0.020345206,1.0,1.0,LowConstraint,Unexpected,-1,-1,magi
309.0,289.6952990057578,4.0,0.02744911,1.0,1.0,LowConstraint,Unexpected,-1,-1,duet
117.0,303.9864918972031,4.0,0.00979284,1.0,1.0,LowConstraint,Unexpected,-1,-1,glob
53.0,334.86714706973123,13.0,0.037772898,1.0,1.0,LowConstraint,Unexpected,-1,-1,gale
155.0,297.10636931971374,5.0,0.037020572,1.0,1.0,LowConstraint,Unexpected,-1,-1,crow
58.0,250.60257486160458,2.0,0.025906661,-1.0,1.0,LowConstraint,Unexpected,-1,-1,tier
277.0,328.9364715512764,14.0,0.045823509,1.0,1.0,LowConstraint,Unexpected,-1,-1,dame
8.0,307.09230074316025,6.0,0.032808985,1.0,1.0,LowConstraint,Unexpected,-1,-1,gram
331.0,323.1034084957148,10.0,0.046244668,1.0,1.0,LowConstraint,Unexpected,-1,-1,port
350.0,305.40575399035714,11.0,0.030733788,-1.0,1.0,LowConstraint,Unexpected,-1,-1,gall
236.0,267.0304556349291,3.0,0.050341067,1.0,1.0,LowConstraint,Unexpected,-1,-1,path
133.0,314.08470406196886,14.0,0.047407354,-1.0,1.0,LowConstraint,Unexpected,-1,-1,tone
374.0,302.6576917243342,11.0,0.032924173,-1.0,1.0,LowConstraint,Unexpected,-1,-1,peed
76.0,314.6991260779308,9.0,0.026966757,1.0,1.0,LowConstraint,Unexpected,-1,-1,foil
388.0,299.61953763864335,11.0,0.050591242,-1.0,1.0,LowConstraint,Unexpected,-1,-1,warn
