WordInds,LexSemErr,ONsize,Frequency,Concreteness,ItemCrossedThreshold,IsWord_name,IsNeighborofExpected_name,IsWord_code,IsNeighborofExpected_code,Word
1056.0,141.27707409127203,5.0,0.03622865,-1.0,0.0,Word,Neighbor,1,1,roar
80.0,160.50821918944376,5.0,0.027211533,-1.0,0.0,Word,Neighbor,1,1,stow
1352.0,121.19058252374796,6.0,0.061922932,-1.0,0.0,Word,Neighbor,1,1,pass
1242.0,129.34262566757658,6.0,0.076240528,-1.0,0.0,Word,Neighbor,1,1,long
653.0,156.5465641777725,9.0,0.064710858,-1.0,1.0,Word,Neighbor,1,1,food
1156.0,176.42440132742473,9.0,0.022807365,-1.0,1.0,Word,Neighbor,1,1,spar
970.0,137.65605549643172,6.0,0.016254207,-1.0,0.0,Word,Neighbor,1,1,flog
218.0,139.82738343888064,6.0,0.0214251,-1.0,0.0,Word,Neighbor,1,1,balm
1476.0,136.07529715819078,7.0,0.074132935,-1.0,0.0,Word,Neighbor,1,1,stay
1058.0,132.69412941466655,7.0,0.033748493,-1.0,0.0,Word,Neighbor,1,1,damp
1562.0,152.98525703684774,4.0,0.029027555,-1.0,1.0,Word,Neighbor,1,1,wont
143.0,131.5687324049564,4.0,0.016254207,-1.0,1.0,Word,Neighbor,1,1,axed
1576.0,135.49260377838422,12.0,0.064674862,-1.0,0.0,Word,Neighbor,1,1,luck
1567.0,133.41325691091023,12.0,0.051071795,-1.0,0.0,Word,Neighbor,1,1,fate
1341.0,127.38057226313742,3.0,0.062137111,-1.0,0.0,Word,Neighbor,1,1,less
50.0,129.34459021553897,3.0,0.038681809,-1.0,0.0,Word,Neighbor,1,1,prey
961.0,134.3261075295135,11.0,0.020345206,-1.0,0.0,Word,Neighbor,1,1,teal
628.0,146.5759010405903,11.0,0.035596912,-1.0,0.0,Word,Neighbor,1,1,lace
779.0,129.30228382533275,4.0,0.06265186,-1.0,0.0,Word,Neighbor,1,1,step
217.0,124.32538485819848,4.0,0.04500279,1.0,0.0,Word,Neighbor,1,1,toss
1136.0,163.5281629724032,10.0,0.022373607,-1.0,1.0,Word,Neighbor,1,1,kink
304.0,139.48678407536747,10.0,0.025762675,1.0,0.0,Word,Neighbor,1,1,mead
1061.0,130.60454225649892,11.0,0.054169291,-1.0,0.0,Word,Neighbor,1,1,heat
801.0,126.14232802257743,11.0,0.058793038,-1.0,0.0,Word,Neighbor,1,1,cash
58.0,125.9913536290741,2.0,0.025906661,-1.0,0.0,Word,Neighbor,1,1,tier
919.0,133.55231119395702,2.0,0.014630766,-1.0,1.0,Word,Neighbor,1,1,dewy
1049.0,139.44208454941844,4.0,0.031034359,-1.0,1.0,Word,Neighbor,1,1,howl
90.0,139.03273726940185,4.0,0.060292291,-1.0,0.0,Word,Neighbor,1,1,cute
1214.0,119.76799165801484,2.0,0.028636994,-1.0,1.0,Word,Neighbor,1,1,edit
1180.0,133.32340056583587,2.0,0.025906661,-1.0,1.0,Word,Neighbor,1,1,aids
1150.0,122.58178414713541,4.0,0.082428322,-1.0,0.0,Word,Neighbor,1,1,down
1279.0,124.81134698299289,4.0,0.083812386,-1.0,0.0,Word,Neighbor,1,1,them
932.0,140.15107755424927,8.0,0.03458721,-1.0,0.0,Word,Neighbor,1,1,reel
1096.0,164.5168028807917,8.0,0.066766257,-1.0,0.0,Word,Neighbor,1,1,side
1054.0,124.44955553564687,1.0,0.028735984,-1.0,1.0,Word,Neighbor,1,1,java
1170.0,125.44631071724226,1.0,0.029668293,-1.0,1.0,Word,Neighbor,1,1,icon
571.0,145.50165657153886,8.0,0.055891723,-1.0,1.0,Word,Neighbor,1,1,moon
538.0,124.21283466202706,8.0,0.04530516,-1.0,0.0,Word,Neighbor,1,1,lamp
1269.0,129.83202855075683,8.0,0.035130757,-1.0,0.0,Word,Neighbor,1,1,sung
83.0,147.1451061596024,8.0,0.055826929,-1.0,0.0,Word,Neighbor,1,1,east
475.0,178.68890674612334,8.0,0.026842569,1.0,1.0,Word,Neighbor,1,1,dusk
1080.0,131.61448103658782,8.0,0.06112201,-1.0,0.0,Word,Neighbor,1,1,blow
742.0,128.891306738404,2.0,0.035344936,-1.0,1.0,Word,Neighbor,1,1,vein
501.0,123.47912897211415,2.0,0.051008801,1.0,0.0,Word,Neighbor,1,1,tied
585.0,170.64481168687817,10.0,0.058497867,-1.0,1.0,Word,Neighbor,1,1,nose
1030.0,138.041717387426,10.0,0.048093087,-1.0,1.0,Word,Neighbor,1,1,yell
1338.0,126.90843655947451,4.0,0.042106874,-1.0,0.0,Word,Neighbor,1,1,solo
935.0,123.7793023656654,4.0,0.025161534,-1.0,1.0,Word,Neighbor,1,1,muff
1306.0,123.5526876293222,9.0,0.056212091,-1.0,0.0,Word,Neighbor,1,1,sold
551.0,140.4117678388283,9.0,0.027677688,-1.0,0.0,Word,Neighbor,1,1,lint
1411.0,134.7475101470881,9.0,0.05663145,-1.0,0.0,Word,Neighbor,1,1,cost
1092.0,129.0058650199706,9.0,0.064363492,-1.0,0.0,Word,Neighbor,1,1,hang
363.0,135.92945735585073,3.0,0.040699411,-1.0,1.0,Word,Neighbor,1,1,fuss
691.0,122.72269361314959,3.0,0.038847393,-1.0,1.0,Word,Neighbor,1,1,tomb
1437.0,115.77196890193234,5.0,0.0938752,-1.0,1.0,Word,Neighbor,1,1,your
960.0,126.8339055888412,5.0,0.032569608,-1.0,1.0,Word,Neighbor,1,1,brew
534.0,145.44014334390653,7.0,0.055724339,-1.0,1.0,Word,Neighbor,1,1,rain
947.0,124.47892196134725,7.0,0.044977592,-1.0,1.0,Word,Neighbor,1,1,bump
1087.0,143.58837812479,4.0,0.047814114,-1.0,1.0,Word,Neighbor,1,1,prom
241.0,140.2490118294358,4.0,0.022593186,1.0,1.0,Word,Neighbor,1,1,burr
1077.0,184.9659301754383,13.0,0.063681359,-1.0,1.0,Word,Neighbor,1,1,ride
1291.0,132.36871773835537,13.0,0.050351866,-1.0,0.0,Word,Neighbor,1,1,fail
557.0,135.81920351323058,4.0,0.044977592,-1.0,1.0,Word,Neighbor,1,1,lawn
443.0,132.51950184536253,4.0,0.041626321,1.0,0.0,Word,Neighbor,1,1,tray
144.0,158.11896200604448,6.0,0.027330322,-1.0,1.0,Word,Neighbor,1,1,posh
378.0,127.27469671794049,6.0,0.038710606,1.0,0.0,Word,Neighbor,1,1,grid
1171.0,127.58088343157506,1.0,0.02561689,-1.0,1.0,Word,Neighbor,1,1,crud
1520.0,120.16478001663882,1.0,0.031806483,-1.0,1.0,Word,Neighbor,1,1,edgy
1283.0,133.98525879268004,11.0,0.067221612,-1.0,0.0,Word,Neighbor,1,1,rest
999.0,139.78970235782674,11.0,0.057239791,-1.0,0.0,Word,Neighbor,1,1,wind
931.0,127.88343053766214,3.0,0.038107665,-1.0,0.0,Word,Neighbor,1,1,drip
1489.0,141.4535009299455,3.0,0.033483919,-1.0,1.0,Word,Neighbor,1,1,nosy
755.0,136.25369295502463,8.0,0.038458631,-1.0,0.0,Word,Neighbor,1,1,peel
877.0,122.65729232509321,8.0,0.068524685,-1.0,0.0,Word,Neighbor,1,1,jack
405.0,133.51317756828115,3.0,0.025316319,1.0,1.0,Word,Neighbor,1,1,gulp
356.0,126.39736501639209,3.0,0.043658321,1.0,0.0,Word,Neighbor,1,1,twin
1419.0,145.13711204646492,9.0,0.038485628,-1.0,1.0,Word,Neighbor,1,1,mock
483.0,138.26372778026445,9.0,0.032981768,1.0,0.0,Word,Neighbor,1,1,flap
1549.0,136.21931951372974,5.0,0.032004464,-1.0,1.0,Word,Neighbor,1,1,whim
1152.0,133.90648327581576,5.0,0.051716132,-1.0,0.0,Word,Neighbor,1,1,grew
262.0,182.6620511005041,7.0,0.021671676,1.0,1.0,Word,Neighbor,1,1,kilt
1301.0,126.68474118042506,7.0,0.080115549,-1.0,0.0,Word,Neighbor,1,1,said
221.0,159.799293979575,2.0,0.02561689,1.0,1.0,Word,Neighbor,1,1,opal
45.0,142.88205418053678,2.0,0.046784615,1.0,1.0,Word,Neighbor,1,1,exit
951.0,158.25428676112352,3.0,0.037486726,-1.0,1.0,Word,Neighbor,1,1,gulf
380.0,132.82954157833524,3.0,0.040634618,1.0,0.0,Word,Neighbor,1,1,haul
394.0,183.8069948282365,6.0,0.012580767,1.0,1.0,Word,Neighbor,1,1,posy
666.0,132.44463304054597,6.0,0.047693526,-1.0,0.0,Word,Neighbor,1,1,flag
1473.0,134.55620875821418,11.0,0.093524235,-1.0,0.0,Word,Neighbor,1,1,have
900.0,140.43371177052185,11.0,0.035217149,-1.0,0.0,Word,Neighbor,1,1,wink
825.0,126.6786282906354,10.0,0.056548658,-1.0,0.0,Word,Neighbor,1,1,cell
1126.0,172.7913232872125,10.0,0.032629002,-1.0,1.0,Word,Neighbor,1,1,sway
507.0,135.1078171180202,10.0,0.019742265,-1.0,0.0,Word,Neighbor,1,1,mull
327.0,138.611843380013,10.0,0.039887691,1.0,0.0,Word,Neighbor,1,1,fart
609.0,161.62471975238176,12.0,0.04653444,-1.0,0.0,Word,Neighbor,1,1,rice
166.0,131.71101387517734,12.0,0.057392776,-1.0,0.0,Word,Neighbor,1,1,west
1120.0,150.56659574227743,5.0,0.030420619,-1.0,1.0,Word,Neighbor,1,1,snag
266.0,159.1849726167622,5.0,0.025467504,1.0,1.0,Word,Neighbor,1,1,yawn
738.0,163.65880297575814,6.0,0.037864689,-1.0,1.0,Word,Neighbor,1,1,slug
102.0,140.13646322910486,6.0,0.032808985,-1.0,0.0,Word,Neighbor,1,1,reap
1228.0,157.6308405890308,13.0,0.046493044,-1.0,1.0,Word,Neighbor,1,1,sore
353.0,140.20054800679287,13.0,0.047805115,-1.0,0.0,Word,Neighbor,1,1,lack
63.0,136.45206433271395,4.0,0.050794622,-1.0,0.0,Word,Neighbor,1,1,thee
424.0,162.44649156666813,4.0,0.007163298,1.0,1.0,Word,Neighbor,1,1,jowl
645.0,126.03070753280454,1.0,0.035042566,-1.0,1.0,Word,Neighbor,1,1,lava
359.0,125.50579674991218,1.0,0.008588758,-1.0,1.0,Word,Neighbor,1,1,bios
291.0,141.722043598999,5.0,0.018743363,-1.0,1.0,Word,Neighbor,1,1,wisp
681.0,129.77322157681368,5.0,0.062194705,-1.0,0.0,Word,Neighbor,1,1,road
1244.0,142.65141718828585,4.0,0.02500315,-1.0,1.0,Word,Neighbor,1,1,fray
309.0,126.97451320080381,4.0,0.02744911,1.0,0.0,Word,Neighbor,1,1,duet
722.0,140.00403028857062,10.0,0.056413671,-1.0,0.0,Word,Neighbor,1,1,band
1088.0,143.554571764289,10.0,0.043629524,-1.0,0.0,Word,Neighbor,1,1,rode
1451.0,119.18479490189286,3.0,0.077989957,-1.0,1.0,Word,Neighbor,1,1,into
484.0,127.23344112564136,3.0,0.047745721,-1.0,0.0,Word,Neighbor,1,1,clue
1487.0,130.9662705321778,8.0,0.075194831,-1.0,0.0,Word,Neighbor,1,1,kind
658.0,134.69314600022045,8.0,0.072885657,-1.0,0.0,Word,Neighbor,1,1,room
897.0,125.63712801982501,1.0,0.04009827,-1.0,1.0,Word,Neighbor,1,1,memo
1247.0,124.85317231551217,1.0,0.028834974,-1.0,1.0,Word,Neighbor,1,1,user
448.0,139.9110496127314,2.0,0.012580767,-1.0,1.0,Word,Neighbor,1,1,serf
1517.0,125.24103251563595,2.0,0.016727561,-1.0,1.0,Word,Neighbor,1,1,hypo
1090.0,132.8792308073015,5.0,0.05980094,-1.0,0.0,Word,Neighbor,1,1,trip
