WordInds,LexSemErr,ONsize,Frequency,Concreteness,ItemCrossedThreshold,Repeated_name,Repeated_code,Word
75.0,317.67874503655696,10.0,0.041646119,1.0,1.0,unrepeated,-1,hose
86.0,297.60780210820184,4.0,0.037454329,1.0,1.0,unrepeated,-1,raft
314.0,285.42790825663803,3.0,0.027791076,1.0,1.0,unrepeated,-1,hurl
135.0,208.96023123423083,1.0,0.048906607,-1.0,1.0,unrepeated,-1,earl
287.0,272.41778895585685,5.0,0.017175717,-1.0,1.0,unrepeated,-1,sown
483.0,323.7496688248683,9.0,0.032981768,1.0,1.0,unrepeated,-1,flap
209.0,258.8037707758177,4.0,0.051881716,-1.0,1.0,unrepeated,-1,gosh
211.0,278.5640894427889,7.0,0.044928997,-1.0,1.0,unrepeated,-1,tend
273.0,265.17755914723205,7.0,0.0357193,-1.0,1.0,unrepeated,-1,pact
185.0,211.3051581849974,0.0,0.017598675,1.0,1.0,unrepeated,-1,oboe
440.0,278.60243919717544,14.0,0.050458055,-1.0,1.0,unrepeated,-1,rate
151.0,275.079110334147,9.0,0.048184878,-1.0,1.0,unrepeated,-1,vice
508.0,283.05812000847584,6.0,0.040460035,1.0,1.0,unrepeated,-1,geek
116.0,313.19699409190673,11.0,0.044531236,-1.0,1.0,unrepeated,-1,lend
488.0,211.97514780885118,0.0,0.036705603,1.0,1.0,unrepeated,-1,iced
347.0,167.91502585516895,1.0,0.019423696,-1.0,1.0,unrepeated,-1,ajar
453.0,338.27646379941837,10.0,0.023016144,1.0,1.0,unrepeated,-1,punt
57.0,295.5641344946566,7.0,0.044479041,-1.0,1.0,unrepeated,-1,plot
45.0,233.81685196078791,2.0,0.046784615,1.0,1.0,unrepeated,-1,exit
449.0,282.76805211748615,3.0,0.02500315,1.0,1.0,unrepeated,-1,gimp
171.0,212.85606417137583,0.0,0.025161534,1.0,1.0,unrepeated,-1,judo
332.0,265.2760169345843,3.0,0.025161534,-1.0,1.0,unrepeated,-1,racy
416.0,350.4296340848818,13.0,0.019742265,1.0,1.0,unrepeated,-1,pane
367.0,281.416645500782,4.0,0.008588758,-1.0,1.0,unrepeated,-1,rasp
493.0,263.8387011430956,8.0,0.04000468,1.0,1.0,unrepeated,-1,hike
198.0,283.29921520614323,15.0,0.036741599,-1.0,1.0,unrepeated,-1,dine
221.0,261.97822691450585,2.0,0.02561689,1.0,1.0,unrepeated,-1,opal
387.0,228.8770587786988,1.0,0.044990191,1.0,1.0,unrepeated,-1,inch
123.0,320.926747994312,15.0,0.040784003,-1.0,1.0,unrepeated,-1,bent
90.0,260.642641843748,4.0,0.060292291,-1.0,1.0,unrepeated,-1,cute
399.0,294.9427770714876,10.0,0.035798492,-1.0,1.0,unrepeated,-1,slit
292.0,279.2034468323141,3.0,0.025467504,1.0,1.0,unrepeated,-1,perm
344.0,189.4798896639702,0.0,0.058870431,-1.0,1.0,unrepeated,-1,evil
478.0,289.62846147689777,8.0,0.047967099,-1.0,1.0,unrepeated,-1,noon
12.0,242.38780076558706,2.0,0.044635626,1.0,1.0,unrepeated,-1,frog
66.0,307.9198660314197,8.0,0.043960692,1.0,1.0,unrepeated,-1,torn
271.0,261.9842872965428,4.0,0.050494052,-1.0,1.0,unrepeated,-1,drew
368.0,289.13810497947463,5.0,0.036113461,1.0,1.0,unrepeated,-1,mutt
313.0,246.34305765002227,9.0,0.03652562,-1.0,1.0,unrepeated,-1,ripe
403.0,273.47055156555183,7.0,0.008588758,1.0,1.0,unrepeated,-1,cowl
371.0,325.3365360601959,11.0,0.045328558,1.0,1.0,unrepeated,-1,sack
438.0,297.72090590713714,9.0,0.005419269,-1.0,1.0,unrepeated,-1,gape
288.0,310.7223920930336,10.0,0.045722719,1.0,1.0,unrepeated,-1,barn
376.0,287.218642353418,13.0,0.029216537,1.0,1.0,unrepeated,-1,mast
139.0,296.7168503841823,10.0,0.031394323,-1.0,1.0,unrepeated,-1,sank
99.0,229.4955755061348,2.0,0.018379799,1.0,1.0,unrepeated,-1,waxy
59.0,317.8825766521915,11.0,0.042177067,1.0,1.0,unrepeated,-1,fold
485.0,256.1128827020817,2.0,0.0214251,-1.0,1.0,unrepeated,-1,coed
84.0,307.59100445378914,12.0,0.037223952,1.0,1.0,unrepeated,-1,rail
510.0,269.68933772605754,4.0,0.047205774,1.0,1.0,unrepeated,-1,tube
270.0,269.85479453589886,7.0,0.048379259,-1.0,1.0,unrepeated,-1,ease
459.0,284.8453056744622,9.0,0.041196163,-1.0,1.0,unrepeated,-1,hush
11.0,218.47698862934462,1.0,0.023797268,-1.0,1.0,unrepeated,-1,faux
263.0,291.66745442202216,4.0,0.042387646,1.0,1.0,unrepeated,-1,dial
300.0,290.4216219158971,10.0,0.036986375,-1.0,1.0,unrepeated,-1,vile
65.0,321.9032821090756,13.0,0.032866579,1.0,1.0,unrepeated,-1,hoot
31.0,303.35043437675813,10.0,0.041136769,-1.0,1.0,unrepeated,-1,bold
160.0,209.31449742091982,1.0,0.020345206,-1.0,1.0,unrepeated,-1,anti
279.0,178.193488493176,3.0,0.05989813,-1.0,1.0,unrepeated,-1,join
34.0,231.66402529324728,2.0,0.00979284,-1.0,1.0,unrepeated,-1,awed
172.0,317.81114575299955,10.0,0.029122946,1.0,1.0,unrepeated,-1,gent
408.0,258.24897923970605,2.0,0.024677382,1.0,1.0,unrepeated,-1,acne
7.0,251.84807907303698,3.0,0.064257303,-1.0,1.0,unrepeated,-1,plan
268.0,298.69664700642875,11.0,0.028331024,-1.0,1.0,unrepeated,-1,rite
284.0,318.8113840080802,12.0,0.037357139,-1.0,1.0,unrepeated,-1,sunk
312.0,240.14668078843806,1.0,0.023016144,-1.0,1.0,unrepeated,-1,gory
458.0,337.9450869885084,13.0,0.036599413,1.0,1.0,unrepeated,-1,hull
326.0,317.70131162984035,12.0,0.030656396,1.0,1.0,unrepeated,-1,dome
182.0,148.98179146900728,4.0,0.024841166,-1.0,1.0,unrepeated,-1,vamp
393.0,230.5894581284152,5.0,0.046674826,-1.0,1.0,unrepeated,-1,earn
96.0,322.26413444534376,9.0,0.040393441,1.0,1.0,unrepeated,-1,cunt
136.0,237.90124550365326,5.0,0.040805601,1.0,1.0,unrepeated,-1,dorm
353.0,311.0911150870116,13.0,0.047805115,-1.0,1.0,unrepeated,-1,lack
323.0,275.75869783188796,4.0,0.018743363,-1.0,1.0,unrepeated,-1,doer
202.0,273.2519077651395,4.0,0.030341427,1.0,1.0,unrepeated,-1,moan
69.0,269.8136835572165,3.0,0.040721009,-1.0,1.0,unrepeated,-1,folk
104.0,274.8851850862654,8.0,0.038820396,-1.0,1.0,unrepeated,-1,fade
301.0,246.07995502810036,2.0,0.046041288,-1.0,1.0,unrepeated,-1,self
33.0,285.2972983698453,6.0,0.038226454,1.0,1.0,unrepeated,-1,leaf
212.0,312.0775758191212,11.0,0.028932165,-1.0,1.0,unrepeated,-1,toot
64.0,290.1903197125452,4.0,0.016727561,-1.0,1.0,unrepeated,-1,arid
294.0,309.01230530013015,14.0,0.056699843,-1.0,1.0,unrepeated,-1,dare
321.0,320.7643391506807,13.0,0.017175717,-1.0,1.0,unrepeated,-1,rile
118.0,241.66332062981027,0.0,0.03837224,1.0,1.0,unrepeated,-1,nova
487.0,253.281578732732,1.0,0.039218157,1.0,1.0,unrepeated,-1,stir
218.0,277.87941004611383,6.0,0.0214251,-1.0,1.0,unrepeated,-1,balm
143.0,258.86430399424324,4.0,0.016254207,-1.0,1.0,unrepeated,-1,axed
131.0,318.02973692790795,10.0,0.038314645,1.0,1.0,unrepeated,-1,sole
462.0,228.43079332399412,5.0,0.053236983,-1.0,1.0,unrepeated,-1,babe
234.0,292.3871928330085,13.0,0.032629002,-1.0,1.0,unrepeated,-1,rave
419.0,289.21737422763914,4.0,0.025161534,1.0,1.0,unrepeated,-1,stub
315.0,330.44192549245093,8.0,0.00979284,1.0,1.0,unrepeated,-1,spay
207.0,292.6281575080777,9.0,0.050645237,-1.0,1.0,unrepeated,-1,hire
14.0,344.084605544434,20.0,0.043190367,1.0,1.0,unrepeated,-1,core
491.0,300.49825694765093,7.0,0.02500315,-1.0,1.0,unrepeated,-1,blot
32.0,283.34256502943214,9.0,0.00979284,-1.0,1.0,unrepeated,-1,jell
80.0,257.14198767442963,5.0,0.027211533,-1.0,1.0,unrepeated,-1,stow
178.0,316.8005501539434,10.0,0.04601969,1.0,1.0,unrepeated,-1,bush
436.0,295.83982700428106,8.0,0.047185976,-1.0,1.0,unrepeated,-1,math
1.0,343.7499824413665,10.0,0.025161534,1.0,1.0,unrepeated,-1,pant
316.0,345.3584733152238,12.0,0.045051385,1.0,1.0,unrepeated,-1,slap
164.0,306.5215159153657,8.0,0.037740501,1.0,1.0,unrepeated,-1,heap
125.0,246.82700374653922,4.0,0.039218157,1.0,1.0,unrepeated,-1,nude
199.0,274.7502407468796,10.0,0.030499811,1.0,1.0,unrepeated,-1,dart
179.0,286.5213331592105,12.0,0.032260039,-1.0,1.0,unrepeated,-1,swam
42.0,245.96176956483356,6.0,0.037223952,-1.0,1.0,unrepeated,-1,flee
352.0,288.61551706244376,7.0,0.033320135,1.0,1.0,unrepeated,-1,woof
3.0,311.5450034090668,7.0,0.027564299,-1.0,1.0,unrepeated,-1,slew
19.0,206.3777885509747,1.0,0.066978636,-1.0,1.0,unrepeated,-1,also
441.0,233.27249080030182,4.0,0.043237163,-1.0,1.0,unrepeated,-1,oath
486.0,201.95722790752922,0.0,0.022593186,1.0,1.0,unrepeated,-1,czar
340.0,224.66543001577193,3.0,0.023797268,-1.0,1.0,unrepeated,-1,coax
148.0,238.70171449383702,1.0,0.050670434,1.0,1.0,unrepeated,-1,data
109.0,312.30133389282116,12.0,0.045810911,1.0,1.0,unrepeated,-1,sail
265.0,337.6524934289967,12.0,0.045481543,1.0,1.0,unrepeated,-1,pile
223.0,259.92396672051916,6.0,0.0428556,-1.0,1.0,unrepeated,-1,scan
213.0,179.1807881270485,0.0,0.017175717,1.0,1.0,unrepeated,-1,onyx
269.0,301.476644453574,7.0,0.028636994,1.0,1.0,unrepeated,-1,haze
49.0,341.03249722892645,13.0,0.034680801,1.0,1.0,unrepeated,-1,lime
165.0,321.83337380604496,10.0,0.023219524,-1.0,1.0,unrepeated,-1,wary
320.0,171.23636140051264,0.0,0.040393441,-1.0,1.0,unrepeated,-1,echo
397.0,254.57904527266697,2.0,0.013325894,-1.0,1.0,unrepeated,-1,heft
306.0,263.2588921166397,4.0,0.05092241,1.0,1.0,unrepeated,-1,drag
291.0,238.3117226302657,5.0,0.018743363,-1.0,1.0,unrepeated,-1,wisp
407.0,271.1155698792539,4.0,0.024841166,-1.0,1.0,unrepeated,-1,sass
95.0,302.1668873907121,8.0,0.008588758,1.0,1.0,unrepeated,-1,eave
431.0,260.26314495763665,5.0,0.026047047,-1.0,1.0,unrepeated,-1,veer
98.0,263.5646648310008,3.0,0.045222368,1.0,1.0,unrepeated,-1,hawk
402.0,298.7726414148996,7.0,0.025467504,-1.0,1.0,unrepeated,-1,toil
247.0,272.61991214829743,11.0,0.033208546,-1.0,1.0,unrepeated,-1,tame
197.0,293.1649860002944,8.0,0.04449344,1.0,1.0,unrepeated,-1,porn
220.0,299.8889286262919,7.0,0.044662623,1.0,1.0,unrepeated,-1,slim
194.0,279.2142921472795,6.0,0.026047047,-1.0,1.0,unrepeated,-1,pout
445.0,264.141021963465,4.0,0.027677688,1.0,1.0,unrepeated,-1,newt
158.0,231.0260622080973,1.0,0.05734238,-1.0,1.0,unrepeated,-1,lots
401.0,273.8266504017661,4.0,0.050542647,1.0,1.0,unrepeated,-1,soup
200.0,213.97373027969292,3.0,0.012580767,-1.0,1.0,unrepeated,-1,boxy
385.0,249.61715459832718,5.0,0.02214683,1.0,1.0,unrepeated,-1,blog
261.0,253.2263126685008,13.0,0.042195065,-1.0,1.0,unrepeated,-1,fame
355.0,288.65059904694726,7.0,0.028118644,-1.0,1.0,unrepeated,-1,perk
427.0,223.14320969080092,1.0,0.037740501,-1.0,1.0,unrepeated,-1,numb
216.0,334.5650128456699,11.0,0.032808985,1.0,1.0,unrepeated,-1,dunk
435.0,259.12262196848286,2.0,0.027211533,1.0,1.0,unrepeated,-1,germ
425.0,258.35077954948474,1.0,0.046674826,1.0,1.0,unrepeated,-1,lion
229.0,216.06088005170614,1.0,0.045643527,-1.0,1.0,unrepeated,-1,blah
339.0,220.73258885216651,11.0,0.026047047,-1.0,1.0,unrepeated,-1,gore
74.0,303.53973781743514,11.0,0.03153471,-1.0,1.0,unrepeated,-1,dire
500.0,277.8149037017354,7.0,0.028010655,-1.0,1.0,unrepeated,-1,rung
266.0,267.50910596587767,5.0,0.025467504,1.0,1.0,unrepeated,-1,yawn
389.0,167.38867431477613,0.0,0.027902666,-1.0,1.0,unrepeated,-1,aqua
20.0,319.24812588983104,13.0,0.041336549,-1.0,1.0,unrepeated,-1,bore
479.0,220.98305844101938,1.0,0.041257357,1.0,1.0,unrepeated,-1,auto
130.0,283.61068891048865,3.0,0.038928385,1.0,1.0,unrepeated,-1,toad
204.0,253.85451458290677,2.0,0.046685625,-1.0,1.0,unrepeated,-1,diet
46.0,199.08660526040757,1.0,0.056046507,-1.0,1.0,unrepeated,-1,duty
238.0,213.95015828657742,3.0,0.035996472,-1.0,1.0,unrepeated,-1,whiz
166.0,297.5079368955964,12.0,0.057392776,-1.0,1.0,unrepeated,-1,west
257.0,172.22871754256704,0.0,0.057668149,-1.0,1.0,unrepeated,-1,upon
244.0,313.8461405585316,10.0,0.052230881,-1.0,1.0,unrepeated,-1,bond
252.0,248.3668269882537,2.0,0.030012059,1.0,1.0,unrepeated,-1,logo
305.0,179.91133267192623,1.0,0.012580767,-1.0,1.0,unrepeated,-1,ashy
461.0,258.2465031298695,3.0,0.037054769,1.0,1.0,unrepeated,-1,loaf
249.0,192.89121086078714,9.0,0.033429924,-1.0,0.0,unrepeated,-1,stat
231.0,281.967979273721,4.0,0.036378035,1.0,1.0,unrepeated,-1,curb
241.0,285.34336092530714,4.0,0.022593186,1.0,1.0,unrepeated,-1,burr
27.0,300.03088516038736,8.0,0.038654812,1.0,1.0,unrepeated,-1,weep
454.0,308.4556529909756,11.0,0.014006227,-1.0,1.0,unrepeated,-1,dote
205.0,331.1697876848656,13.0,0.044045284,1.0,1.0,unrepeated,-1,lick
400.0,327.2798769421296,10.0,0.045161174,1.0,1.0,unrepeated,-1,pump
73.0,228.7924331189663,1.0,0.016727561,-1.0,1.0,unrepeated,-1,gawk
79.0,295.4196175268488,5.0,0.046296863,1.0,1.0,unrepeated,-1,spin
410.0,288.80054163926224,8.0,0.044318857,-1.0,1.0,unrepeated,-1,slut
262.0,324.7889216482753,7.0,0.021671676,1.0,1.0,unrepeated,-1,kilt
255.0,264.36702172698125,6.0,0.045800112,-1.0,1.0,unrepeated,-1,gain
492.0,237.71861310450035,1.0,0.026047047,1.0,1.0,unrepeated,-1,smog
442.0,282.0105373357907,7.0,0.029027555,1.0,1.0,unrepeated,-1,stag
170.0,291.16739956743635,9.0,0.034349634,-1.0,1.0,unrepeated,-1,funk
455.0,268.77266775472293,9.0,0.03816706,-1.0,1.0,unrepeated,-1,mode
114.0,203.13496583700876,1.0,0.064854844,-1.0,1.0,unrepeated,-1,whoa
72.0,232.64236581268818,3.0,0.044928997,-1.0,1.0,unrepeated,-1,coma
235.0,290.18325805517384,7.0,0.036671406,-1.0,1.0,unrepeated,-1,lure
481.0,294.6047889217793,10.0,0.031252137,-1.0,1.0,unrepeated,-1,boon
499.0,309.71695864249045,10.0,0.037258149,1.0,1.0,unrepeated,-1,pike
100.0,290.0022040752473,8.0,0.042052879,-1.0,1.0,unrepeated,-1,rank
81.0,211.98582897168527,2.0,0.055268984,-1.0,1.0,unrepeated,-1,size
392.0,305.91678255144484,5.0,0.042177067,1.0,1.0,unrepeated,-1,pimp
62.0,232.20228256087816,0.0,0.0,1.0,1.0,unrepeated,-1,lynx
0.0,31.24451079231496,2.0,0.019423696,-1.0,1.0,repeated,1,trod
1.0,22.754961675015274,10.0,0.025161534,1.0,1.0,repeated,1,pant
2.0,22.01507110770069,5.0,0.042052879,1.0,1.0,repeated,1,robe
3.0,24.854370313531245,7.0,0.027564299,-1.0,1.0,repeated,1,slew
4.0,22.2082780704203,10.0,0.03857022,1.0,1.0,repeated,1,mint
5.0,14.791203587637971,15.0,0.050603841,-1.0,1.0,repeated,1,sale
6.0,21.34763396911613,0.0,0.024677382,1.0,1.0,repeated,1,dojo
7.0,12.884268728675394,3.0,0.064257303,-1.0,1.0,repeated,1,plan
8.0,34.80088101274636,6.0,0.032808985,1.0,1.0,repeated,1,gram
9.0,30.133600600404087,1.0,0.00979284,1.0,1.0,repeated,1,clef
10.0,13.515670682613,7.0,0.052893216,-1.0,1.0,repeated,1,mood
11.0,22.08600825247351,1.0,0.023797268,-1.0,1.0,repeated,1,faux
12.0,29.586314597178692,2.0,0.044635626,1.0,1.0,repeated,1,frog
13.0,23.8870076913753,8.0,0.019742265,-1.0,1.0,repeated,1,bode
14.0,23.145376379221375,20.0,0.043190367,1.0,1.0,repeated,1,core
15.0,13.023037004996917,5.0,0.052113893,-1.0,1.0,repeated,1,tour
16.0,21.655060571855834,3.0,0.014630766,1.0,1.0,repeated,1,talc
17.0,21.48497631351767,8.0,0.042034881,1.0,1.0,repeated,1,scar
18.0,22.797817256784175,5.0,0.027902666,-1.0,1.0,repeated,1,jolt
19.0,12.285643174187992,1.0,0.066978636,-1.0,1.0,repeated,1,also
20.0,14.561011514379569,13.0,0.041336549,-1.0,1.0,repeated,1,bore
21.0,25.195014826264597,8.0,0.032386026,1.0,1.0,repeated,1,hind
22.0,21.590653705418823,5.0,0.037895286,1.0,1.0,repeated,1,herb
23.0,14.901916452077995,18.0,0.014006227,-1.0,1.0,repeated,1,sear
24.0,21.404270989464628,1.0,0.052571048,-1.0,1.0,repeated,1,ally
25.0,13.54572320417411,10.0,0.022373607,-1.0,1.0,repeated,1,mope
26.0,21.34240459623471,5.0,0.037389536,1.0,1.0,repeated,1,limb
27.0,21.65353759710641,8.0,0.038654812,1.0,1.0,repeated,1,weep
28.0,21.848601236103246,8.0,0.033096956,1.0,1.0,repeated,1,hoop
29.0,13.049265738015785,3.0,0.019090729,-1.0,1.0,repeated,1,maim
30.0,31.419394737617665,2.0,0.030420619,1.0,1.0,repeated,1,knit
31.0,23.124745741781187,10.0,0.041136769,-1.0,1.0,repeated,1,bold
32.0,12.948680339447469,9.0,0.00979284,-1.0,1.0,repeated,1,jell
33.0,25.888590436047895,6.0,0.038226454,1.0,1.0,repeated,1,leaf
34.0,12.279107851649295,2.0,0.00979284,-1.0,1.0,repeated,1,awed
35.0,21.194833368620497,0.0,0.021671676,1.0,1.0,repeated,1,euro
36.0,22.345130001530926,3.0,0.041136769,-1.0,1.0,repeated,1,prep
37.0,21.966532891137838,1.0,0.045755116,1.0,1.0,repeated,1,poem
38.0,15.038130147723388,16.0,0.041907093,-1.0,1.0,repeated,1,bare
39.0,30.05831449781045,9.0,0.02949011,1.0,1.0,repeated,1,lard
40.0,30.80479484950652,12.0,0.022593186,1.0,1.0,repeated,1,gash
41.0,26.504212186202444,7.0,0.04315977,1.0,1.0,repeated,1,silk
42.0,19.691830201083945,6.0,0.037223952,-1.0,1.0,repeated,1,flee
43.0,23.74141787450792,1.0,0.023417505,1.0,1.0,repeated,1,yogi
44.0,22.176073965532805,5.0,0.008588758,-1.0,1.0,repeated,1,plod
45.0,21.064684386413134,2.0,0.046784615,1.0,1.0,repeated,1,exit
46.0,12.592241767364106,1.0,0.056046507,-1.0,1.0,repeated,1,duty
47.0,21.912744831707613,13.0,0.023016144,-1.0,1.0,repeated,1,hone
48.0,39.52399937778803,2.0,0.030260434,1.0,1.0,repeated,1,fuzz
49.0,22.472848601854924,13.0,0.034680801,1.0,1.0,repeated,1,lime
50.0,31.199688880541736,3.0,0.038681809,-1.0,1.0,repeated,1,prey
51.0,14.045007638225595,9.0,0.023797268,-1.0,1.0,repeated,1,bunt
52.0,23.384595134107055,12.0,0.046996994,-1.0,1.0,repeated,1,rape
53.0,22.826892232092696,13.0,0.037772898,1.0,1.0,repeated,1,gale
54.0,12.67756452782966,1.0,0.021912853,-1.0,1.0,repeated,1,spry
55.0,21.281775171078316,5.0,0.046106082,1.0,1.0,repeated,1,flip
56.0,15.112189226580435,15.0,0.032981768,-1.0,1.0,repeated,1,fore
57.0,13.257287112009658,7.0,0.044479041,-1.0,1.0,repeated,1,plot
58.0,22.204719127750064,2.0,0.025906661,-1.0,1.0,repeated,1,tier
59.0,22.0575502223676,11.0,0.042177067,1.0,1.0,repeated,1,fold
60.0,27.03216895226862,3.0,0.04755134,1.0,1.0,repeated,1,fuel
61.0,29.220522898339812,7.0,0.029841076,1.0,1.0,repeated,1,dung
62.0,20.89578964600518,0.0,0.0,1.0,1.0,repeated,1,lynx
63.0,13.214757161861803,4.0,0.050794622,-1.0,1.0,repeated,1,thee
64.0,26.99321345398306,4.0,0.016727561,-1.0,1.0,repeated,1,arid
65.0,22.26870903964862,13.0,0.032866579,1.0,1.0,repeated,1,hoot
66.0,27.50123125142281,8.0,0.043960692,1.0,1.0,repeated,1,torn
67.0,17.692603991339546,6.0,0.052290276,-1.0,1.0,repeated,1,weak
68.0,28.693990544255126,4.0,0.038955382,1.0,1.0,repeated,1,cuff
69.0,17.522033808967322,3.0,0.040721009,-1.0,1.0,repeated,1,folk
70.0,32.731094634138984,14.0,0.03458721,-1.0,1.0,repeated,1,cope
71.0,24.87863741543353,4.0,0.024841166,1.0,1.0,repeated,1,spud
72.0,20.629882194864688,3.0,0.044928997,-1.0,1.0,repeated,1,coma
73.0,12.893858299869695,1.0,0.016727561,-1.0,1.0,repeated,1,gawk
74.0,23.555643236451765,11.0,0.03153471,-1.0,1.0,repeated,1,dire
75.0,22.520830678492565,10.0,0.041646119,1.0,1.0,repeated,1,hose
76.0,30.075662328888832,9.0,0.026966757,1.0,1.0,repeated,1,foil
77.0,13.618301043151998,11.0,0.036986375,-1.0,1.0,repeated,1,peep
78.0,21.634577588600457,4.0,0.022807365,1.0,1.0,repeated,1,fawn
79.0,33.17611421389991,5.0,0.046296863,1.0,1.0,repeated,1,spin
80.0,22.507470581522405,5.0,0.027211533,-1.0,1.0,repeated,1,stow
81.0,13.375936009017007,2.0,0.055268984,-1.0,1.0,repeated,1,size
82.0,19.34891023468225,11.0,0.031394323,-1.0,1.0,repeated,1,hock
83.0,20.29633986951161,8.0,0.055826929,-1.0,1.0,repeated,1,east
84.0,21.86208014642596,12.0,0.037223952,1.0,1.0,repeated,1,rail
85.0,22.31285796515881,13.0,0.033590108,1.0,1.0,repeated,1,pest
86.0,24.20790303631041,4.0,0.037454329,1.0,1.0,repeated,1,raft
87.0,21.11076057469157,0.0,0.022593186,1.0,1.0,repeated,1,tutu
88.0,13.736502173478453,6.0,0.046503843,-1.0,1.0,repeated,1,host
89.0,26.503721281866262,4.0,0.022593186,1.0,1.0,repeated,1,lube
90.0,18.350538892883186,4.0,0.060292291,-1.0,1.0,repeated,1,cute
91.0,23.581989957789382,15.0,0.007163298,-1.0,1.0,repeated,1,sate
92.0,21.680116027454307,11.0,0.041550728,1.0,1.0,repeated,1,tuck
93.0,21.381264494263107,2.0,0.045161174,1.0,1.0,repeated,1,eats
94.0,14.544811116715973,5.0,0.019742265,-1.0,1.0,repeated,1,spew
95.0,22.060343142695206,8.0,0.008588758,1.0,1.0,repeated,1,eave
96.0,22.150027912169527,9.0,0.040393441,1.0,1.0,repeated,1,cunt
97.0,22.83274654775494,14.0,0.007163298,1.0,1.0,repeated,1,slat
98.0,21.685573929071666,3.0,0.045222368,1.0,1.0,repeated,1,hawk
99.0,21.48874809420182,2.0,0.018379799,1.0,1.0,repeated,1,waxy
100.0,23.364982235077342,8.0,0.042052879,-1.0,1.0,repeated,1,rank
101.0,22.68368353424353,3.0,0.048282068,-1.0,1.0,repeated,1,june
102.0,13.205611469556734,6.0,0.032808985,-1.0,1.0,repeated,1,reap
103.0,21.68715862038302,2.0,0.020903151,-1.0,1.0,repeated,1,awry
104.0,13.557867133457467,8.0,0.038820396,-1.0,1.0,repeated,1,fade
105.0,23.70466266752772,1.0,0.044954194,1.0,1.0,repeated,1,item
106.0,13.096314985193095,2.0,0.016727561,-1.0,1.0,repeated,1,airy
107.0,31.487165944228565,12.0,0.031180144,1.0,1.0,repeated,1,vine
108.0,19.11129271140397,3.0,0.037020572,-1.0,1.0,repeated,1,cult
109.0,22.137964153005473,12.0,0.045810911,1.0,1.0,repeated,1,sail
110.0,13.918690838444732,11.0,0.024841166,-1.0,1.0,repeated,1,fend
111.0,21.522908545032458,1.0,0.015210309,1.0,1.0,repeated,1,peso
112.0,22.281059526805002,6.0,0.021912853,-1.0,1.0,repeated,1,sped
113.0,22.351706557718042,11.0,0.036741599,1.0,1.0,repeated,1,mold
114.0,12.248583301564084,1.0,0.064854844,-1.0,1.0,repeated,1,whoa
115.0,34.050651532473445,7.0,0.026714782,1.0,1.0,repeated,1,blob
116.0,14.075595462999146,11.0,0.044531236,-1.0,1.0,repeated,1,lend
117.0,24.88658781860016,4.0,0.00979284,1.0,1.0,repeated,1,glob
118.0,21.234462786601064,0.0,0.03837224,1.0,1.0,repeated,1,nova
119.0,22.119989360715017,1.0,0.017998236,-1.0,1.0,repeated,1,ogle
120.0,20.901155162383162,0.0,0.026320621,1.0,1.0,repeated,1,afro
121.0,28.601827583896345,10.0,0.017998236,1.0,1.0,repeated,1,wort
122.0,23.185901604928247,11.0,0.012580767,-1.0,1.0,repeated,1,seep
123.0,14.212613220067457,15.0,0.040784003,-1.0,1.0,repeated,1,bent
124.0,29.971416190178026,3.0,0.053154191,-1.0,1.0,repeated,1,whom
125.0,30.420994926304637,4.0,0.039218157,1.0,1.0,repeated,1,nude
126.0,19.560807798107785,1.0,0.014006227,-1.0,1.0,repeated,1,peon
127.0,21.77084844444519,9.0,0.044333255,1.0,1.0,repeated,1,cock
128.0,21.11581184118582,3.0,0.010836738,1.0,1.0,repeated,1,alum
129.0,16.8966964029361,6.0,0.013325894,-1.0,1.0,repeated,1,clad
130.0,22.217739917758344,3.0,0.038928385,1.0,1.0,repeated,1,toad
131.0,23.06733086583869,10.0,0.038314645,1.0,1.0,repeated,1,sole
132.0,23.10228023287617,15.0,0.030960566,1.0,1.0,repeated,1,bale
133.0,14.659246640292547,14.0,0.047407354,-1.0,1.0,repeated,1,tone
134.0,13.154902440571387,3.0,0.027791076,-1.0,1.0,repeated,1,duly
135.0,13.07033057814271,1.0,0.048906607,-1.0,1.0,repeated,1,earl
136.0,21.910068952817852,5.0,0.040805601,1.0,1.0,repeated,1,dorm
137.0,21.75999093932179,7.0,0.030499811,1.0,1.0,repeated,1,fang
138.0,13.337455639019975,7.0,0.05755116,-1.0,1.0,repeated,1,crap
139.0,14.701275846816438,10.0,0.031394323,-1.0,1.0,repeated,1,sank
140.0,21.28344086496502,0.0,0.020345206,1.0,1.0,repeated,1,magi
141.0,21.639837296678884,10.0,0.040827199,1.0,1.0,repeated,1,tick
142.0,21.759055452340313,1.0,0.040742607,-1.0,1.0,repeated,1,glen
143.0,31.164766844389913,4.0,0.016254207,-1.0,1.0,repeated,1,axed
144.0,22.73623216687523,6.0,0.027330322,-1.0,1.0,repeated,1,posh
145.0,22.382918059068487,14.0,0.031252137,1.0,1.0,repeated,1,tack
146.0,21.4576371428659,1.0,0.024162632,1.0,1.0,repeated,1,zinc
147.0,25.143265414093133,7.0,0.040121668,1.0,1.0,repeated,1,disk
148.0,21.629157739892417,1.0,0.050670434,1.0,1.0,repeated,1,data
149.0,18.24175326452345,3.0,0.027677688,-1.0,1.0,repeated,1,daft
150.0,22.273984101095788,2.0,0.064982632,-1.0,1.0,repeated,1,able
