WordInds,LexSemErr,ONsize,Frequency,Concreteness,ItemCrossedThreshold,Repeated_name,Repeated_code,Word
348.0,274.07261233294173,3.0,0.045515739,1.0,1.0,unrepeated,-1,palm
498.0,227.83494180824263,1.0,0.023610086,-1.0,1.0,unrepeated,-1,saga
474.0,256.85837812334205,1.0,0.017998236,1.0,1.0,unrepeated,-1,wren
142.0,243.14615324167244,1.0,0.040742607,-1.0,1.0,unrepeated,-1,glen
87.0,219.35951426799474,0.0,0.022593186,1.0,1.0,unrepeated,-1,tutu
0.0,268.0804400411663,2.0,0.019423696,-1.0,1.0,unrepeated,-1,trod
35.0,242.60900414386987,0.0,0.021671676,1.0,1.0,unrepeated,-1,euro
115.0,330.16261525731704,7.0,0.026714782,1.0,1.0,unrepeated,-1,blob
463.0,269.2027387336128,3.0,0.023797268,-1.0,1.0,unrepeated,-1,blip
149.0,267.82499461248193,3.0,0.027677688,-1.0,1.0,unrepeated,-1,daft
329.0,175.66274783728335,2.0,0.044803009,-1.0,1.0,unrepeated,-1,july
391.0,310.1857956649029,7.0,0.023417505,1.0,1.0,unrepeated,-1,carp
189.0,240.88421428595566,3.0,0.010836738,-1.0,1.0,unrepeated,-1,skew
450.0,200.35863156106407,0.0,0.038485628,1.0,1.0,unrepeated,-1,ammo
415.0,331.6894823155625,12.0,0.03816706,1.0,1.0,unrepeated,-1,hunk
317.0,234.23168675616571,3.0,0.044059682,1.0,1.0,unrepeated,-1,shed
225.0,306.04846746025544,5.0,0.023219524,1.0,1.0,unrepeated,-1,sift
167.0,299.6274566719684,6.0,0.014630766,1.0,1.0,unrepeated,-1,nape
106.0,259.2193083050335,2.0,0.016727561,-1.0,1.0,unrepeated,-1,airy
228.0,303.76609611047166,10.0,0.054673242,-1.0,1.0,unrepeated,-1,form
201.0,278.39346416121595,8.0,0.026842569,-1.0,1.0,unrepeated,-1,bony
298.0,325.4005603179302,12.0,0.03132413,1.0,1.0,unrepeated,-1,lice
285.0,291.2676399734209,9.0,0.043732114,1.0,1.0,unrepeated,-1,pork
378.0,311.7258314533388,6.0,0.038710606,1.0,1.0,unrepeated,-1,grid
137.0,288.54804804475026,7.0,0.030499811,1.0,1.0,unrepeated,-1,fang
196.0,209.26992483787186,0.0,0.044700419,1.0,1.0,unrepeated,-1,jazz
54.0,247.01542332982012,1.0,0.021912853,-1.0,1.0,unrepeated,-1,spry
480.0,335.8675922648436,10.0,0.040569824,1.0,1.0,unrepeated,-1,cord
9.0,246.4165035964905,1.0,0.00979284,1.0,1.0,unrepeated,-1,clef
129.0,273.96605968624397,6.0,0.013325894,-1.0,1.0,unrepeated,-1,clad
63.0,255.78951238388967,4.0,0.050794622,-1.0,1.0,unrepeated,-1,thee
10.0,252.31832519083537,7.0,0.052893216,-1.0,1.0,unrepeated,-1,mood
16.0,209.98230322862702,3.0,0.014630766,1.0,1.0,unrepeated,-1,talc
71.0,278.72962423281007,4.0,0.024841166,1.0,1.0,unrepeated,-1,spud
26.0,283.19212537371624,5.0,0.037389536,1.0,1.0,unrepeated,-1,limb
274.0,248.4921014338626,3.0,0.043112975,1.0,1.0,unrepeated,-1,bait
357.0,236.45550323144957,2.0,0.023417505,1.0,1.0,unrepeated,-1,purr
174.0,276.3083884556866,2.0,0.039957884,1.0,1.0,unrepeated,-1,riot
293.0,292.74445947071257,8.0,0.032508414,-1.0,1.0,unrepeated,-1,poll
232.0,307.96592385107306,8.0,0.029216537,1.0,1.0,unrepeated,-1,lark
447.0,225.88667928081168,2.0,0.019742265,-1.0,1.0,unrepeated,-1,dyer
322.0,267.18086379184354,5.0,0.028224834,1.0,1.0,unrepeated,-1,wasp
157.0,315.87261537837793,8.0,0.022593186,1.0,1.0,unrepeated,-1,fowl
276.0,242.28361907482014,3.0,0.010836738,-1.0,1.0,unrepeated,-1,yelp
203.0,256.77745898345364,2.0,0.036036068,1.0,1.0,unrepeated,-1,bulb
457.0,206.37071494738387,3.0,0.019090729,1.0,1.0,unrepeated,-1,oxen
152.0,274.05589365652224,8.0,0.031603103,-1.0,1.0,unrepeated,-1,goof
364.0,314.06434001120044,13.0,0.044306258,-1.0,1.0,unrepeated,-1,heal
460.0,321.45857251138546,11.0,0.005419269,-1.0,1.0,unrepeated,-1,balk
418.0,244.65268178345792,1.0,0.023016144,-1.0,1.0,unrepeated,-1,mono
325.0,303.52358264631005,5.0,0.045186372,1.0,1.0,unrepeated,-1,chin
496.0,296.30031355883506,11.0,0.038764601,-1.0,1.0,unrepeated,-1,lust
51.0,313.08730419744194,9.0,0.023797268,-1.0,1.0,unrepeated,-1,bunt
290.0,178.86134787374144,0.0,0.036190853,-1.0,1.0,unrepeated,-1,jinx
361.0,286.1278605009059,5.0,0.052416263,1.0,1.0,unrepeated,-1,soft
327.0,323.15011510296216,10.0,0.039887691,1.0,1.0,unrepeated,-1,fart
379.0,271.76728981147164,5.0,0.048379259,-1.0,1.0,unrepeated,-1,bout
162.0,196.25157457539177,0.0,0.050740627,1.0,1.0,unrepeated,-1,taxi
180.0,234.42473099719223,5.0,0.039981282,-1.0,1.0,unrepeated,-1,vain
176.0,262.9462042476939,2.0,0.029841076,1.0,1.0,unrepeated,-1,gala
24.0,230.73391027399867,1.0,0.052571048,-1.0,1.0,unrepeated,-1,ally
282.0,246.76487113474545,1.0,0.037088965,-1.0,1.0,unrepeated,-1,trek
146.0,212.65205387049565,1.0,0.024162632,1.0,1.0,unrepeated,-1,zinc
127.0,287.207015661254,9.0,0.044333255,1.0,1.0,unrepeated,-1,cock
456.0,312.97617521148726,12.0,0.02500315,1.0,1.0,unrepeated,-1,pail
384.0,303.3675917043609,6.0,0.037709904,1.0,1.0,unrepeated,-1,crop
60.0,277.3680095925581,3.0,0.04755134,1.0,1.0,unrepeated,-1,fuel
82.0,292.51385359941617,11.0,0.031394323,-1.0,1.0,unrepeated,-1,hock
404.0,302.9857904349607,10.0,0.044713018,-1.0,1.0,unrepeated,-1,link
50.0,273.22626926394753,3.0,0.038681809,-1.0,1.0,unrepeated,-1,prey
336.0,297.6810736706533,10.0,0.060432678,-1.0,1.0,unrepeated,-1,fool
6.0,198.08714047170943,0.0,0.024677382,1.0,1.0,unrepeated,-1,dojo
396.0,309.3011695776519,9.0,0.046073685,1.0,1.0,unrepeated,-1,corn
47.0,311.2963751646325,13.0,0.023016144,-1.0,1.0,unrepeated,-1,hone
25.0,292.25106554922553,10.0,0.022373607,-1.0,1.0,unrepeated,-1,mope
222.0,251.8212250913983,4.0,0.012580767,-1.0,1.0,unrepeated,-1,volt
88.0,265.4637642898548,6.0,0.046503843,-1.0,1.0,unrepeated,-1,host
128.0,288.66779786294404,3.0,0.010836738,1.0,1.0,unrepeated,-1,alum
428.0,259.80512889684985,6.0,0.029027555,1.0,1.0,unrepeated,-1,yarn
345.0,216.53945350144863,0.0,0.028834974,1.0,1.0,unrepeated,-1,luau
61.0,298.59484775861927,7.0,0.029841076,1.0,1.0,unrepeated,-1,dung
97.0,299.04705201768456,14.0,0.007163298,1.0,1.0,unrepeated,-1,slat
120.0,209.20967544957784,0.0,0.026320621,1.0,1.0,unrepeated,-1,afro
380.0,272.4060985418696,3.0,0.040634618,1.0,1.0,unrepeated,-1,haul
226.0,305.4296464889777,11.0,0.042774608,1.0,1.0,unrepeated,-1,deed
56.0,309.9626785699693,15.0,0.032981768,-1.0,1.0,unrepeated,-1,fore
482.0,298.87342383273807,10.0,0.038654812,-1.0,1.0,unrepeated,-1,warp
91.0,284.7988875868638,15.0,0.007163298,-1.0,1.0,unrepeated,-1,sate
256.0,256.1825473600321,4.0,0.023797268,-1.0,1.0,unrepeated,-1,drab
421.0,289.37543572205357,11.0,0.043390148,-1.0,1.0,unrepeated,-1,worn
78.0,287.64499129989446,4.0,0.022807365,1.0,1.0,unrepeated,-1,fawn
359.0,242.8519359429005,1.0,0.008588758,-1.0,1.0,unrepeated,-1,bios
328.0,259.7714880001108,7.0,0.054669642,-1.0,1.0,unrepeated,-1,main
132.0,357.21255264263715,15.0,0.030960566,1.0,1.0,unrepeated,-1,bale
342.0,318.18530642537587,9.0,0.026586994,1.0,1.0,unrepeated,-1,spam
278.0,205.987433509006,0.0,0.010836738,1.0,1.0,unrepeated,-1,ovum
168.0,253.99855789849494,4.0,0.016727561,-1.0,1.0,unrepeated,-1,gait
36.0,249.75427467467807,3.0,0.041136769,-1.0,1.0,unrepeated,-1,prep
55.0,300.17208333143907,5.0,0.046106082,1.0,1.0,unrepeated,-1,flip
484.0,266.1827898591013,3.0,0.047745721,-1.0,1.0,unrepeated,-1,clue
497.0,312.4665616514584,17.0,0.019742265,1.0,1.0,unrepeated,-1,pore
246.0,282.04839113473435,5.0,0.046804413,-1.0,1.0,unrepeated,-1,tune
156.0,305.459172749408,11.0,0.042106874,-1.0,1.0,unrepeated,-1,hack
375.0,205.72393781697116,1.0,0.065213009,-1.0,1.0,unrepeated,-1,news
477.0,331.57090161836413,12.0,0.03969511,1.0,1.0,unrepeated,-1,bunk
259.0,302.6748620668162,8.0,0.041136769,1.0,1.0,unrepeated,-1,bass
264.0,257.30431796702584,5.0,0.047796116,1.0,1.0,unrepeated,-1,jean
319.0,304.868251133259,13.0,0.035636508,-1.0,1.0,unrepeated,-1,lent
501.0,273.08424872103524,2.0,0.051008801,1.0,1.0,unrepeated,-1,tied
351.0,255.7324621754958,8.0,0.018379799,1.0,1.0,unrepeated,-1,vise
451.0,321.46742780049107,9.0,0.040415039,1.0,1.0,unrepeated,-1,bolt
93.0,243.51159959538214,2.0,0.045161174,1.0,1.0,unrepeated,-1,eats
272.0,287.8662879931009,6.0,0.030260434,1.0,1.0,unrepeated,-1,lobe
509.0,210.99991018891768,0.0,0.023610086,1.0,1.0,unrepeated,-1,kiwi
280.0,304.84372278790534,7.0,0.032924173,1.0,1.0,unrepeated,-1,harp
85.0,337.03939287222664,13.0,0.033590108,1.0,1.0,unrepeated,-1,pest
175.0,289.1565420706845,7.0,0.03652562,-1.0,1.0,unrepeated,-1,dork
346.0,313.10605297485256,8.0,0.040281852,1.0,1.0,unrepeated,-1,loop
503.0,304.14484928832474,5.0,0.028224834,1.0,1.0,unrepeated,-1,spur
446.0,283.3614746114754,8.0,0.020629578,-1.0,1.0,unrepeated,-1,musk
28.0,309.4054491931224,8.0,0.033096956,1.0,1.0,unrepeated,-1,hoop
307.0,309.62097906047063,10.0,0.016727561,-1.0,1.0,unrepeated,-1,rend
433.0,214.05376674789017,0.0,0.017175717,-1.0,1.0,unrepeated,-1,zips
414.0,268.3437216508007,5.0,0.063308796,-1.0,1.0,unrepeated,-1,poor
362.0,295.74789120706237,10.0,0.020903151,-1.0,1.0,unrepeated,-1,bide
437.0,326.26045980622723,11.0,0.023610086,1.0,1.0,unrepeated,-1,bile
452.0,211.6220063959755,3.0,0.041217761,-1.0,1.0,unrepeated,-1,unto
334.0,276.4956567806315,3.0,0.042558629,1.0,1.0,unrepeated,-1,chew
227.0,136.1752654055116,4.0,0.017998236,-1.0,1.0,unrepeated,-1,prim
289.0,254.10583301794526,4.0,0.037454329,1.0,1.0,unrepeated,-1,yank
183.0,222.92320614064755,6.0,0.038820396,-1.0,1.0,unrepeated,-1,doom
296.0,233.1848579370052,1.0,0.042034881,1.0,1.0,unrepeated,-1,drum
4.0,335.0260610375703,10.0,0.03857022,1.0,1.0,unrepeated,-1,mint
92.0,311.42455987546,11.0,0.041550728,1.0,1.0,unrepeated,-1,tuck
39.0,167.0610826802029,9.0,0.02949011,1.0,1.0,unrepeated,-1,lard
475.0,311.61750005132706,8.0,0.026842569,1.0,1.0,unrepeated,-1,dusk
173.0,306.49173863828804,12.0,0.042592826,1.0,1.0,unrepeated,-1,reed
239.0,308.005757101068,8.0,0.045810911,1.0,1.0,unrepeated,-1,flow
310.0,336.81915453224184,15.0,0.042952791,1.0,1.0,unrepeated,-1,mill
302.0,213.31836644208533,0.0,0.028834974,1.0,1.0,unrepeated,-1,quad
230.0,256.63065908158677,6.0,0.031464516,1.0,1.0,unrepeated,-1,skid
240.0,276.47745053182837,4.0,0.026320621,-1.0,1.0,unrepeated,-1,dual
390.0,214.45055714575673,2.0,0.06653228,-1.0,1.0,unrepeated,-1,high
138.0,285.3035646537338,7.0,0.05755116,-1.0,1.0,unrepeated,-1,crap
126.0,262.8253541279656,1.0,0.014006227,-1.0,1.0,unrepeated,-1,peon
112.0,274.8794290230958,6.0,0.021912853,-1.0,1.0,unrepeated,-1,sped
140.0,222.5781498539276,0.0,0.020345206,1.0,1.0,unrepeated,-1,magi
309.0,283.43668233825423,4.0,0.02744911,1.0,1.0,unrepeated,-1,duet
117.0,307.56860216641815,4.0,0.00979284,1.0,1.0,unrepeated,-1,glob
53.0,273.7348618080633,13.0,0.037772898,1.0,1.0,unrepeated,-1,gale
155.0,298.96511359677044,5.0,0.037020572,1.0,1.0,unrepeated,-1,crow
58.0,254.29420804119172,2.0,0.025906661,-1.0,1.0,unrepeated,-1,tier
277.0,336.92909218500944,14.0,0.045823509,1.0,1.0,unrepeated,-1,dame
8.0,298.2825049404564,6.0,0.032808985,1.0,1.0,unrepeated,-1,gram
331.0,277.66748711899277,10.0,0.046244668,1.0,1.0,unrepeated,-1,port
350.0,294.1350061464181,11.0,0.030733788,-1.0,1.0,unrepeated,-1,gall
236.0,262.17525964975476,3.0,0.050341067,1.0,1.0,unrepeated,-1,path
133.0,311.46037320229436,14.0,0.047407354,-1.0,1.0,unrepeated,-1,tone
374.0,305.24644014161396,11.0,0.032924173,-1.0,1.0,unrepeated,-1,peed
76.0,316.5850649636358,9.0,0.026966757,1.0,1.0,unrepeated,-1,foil
388.0,295.63923793462453,11.0,0.050591242,-1.0,1.0,unrepeated,-1,warn
37.0,269.6033422442639,1.0,0.045755116,1.0,1.0,unrepeated,-1,poem
258.0,313.0872516352933,9.0,0.024162632,-1.0,1.0,unrepeated,-1,plop
429.0,305.6561770276954,7.0,0.039270352,1.0,1.0,unrepeated,-1,peak
77.0,315.9515151497952,11.0,0.036986375,-1.0,1.0,unrepeated,-1,peep
101.0,254.0018969105131,3.0,0.048282068,-1.0,1.0,unrepeated,-1,june
21.0,307.0010852866408,8.0,0.032386026,1.0,1.0,unrepeated,-1,hind
286.0,255.73923341832196,1.0,0.039597919,1.0,1.0,unrepeated,-1,crib
233.0,229.46789603983183,2.0,0.02561689,-1.0,1.0,unrepeated,-1,atop
150.0,198.16724983821683,2.0,0.064982632,-1.0,1.0,unrepeated,-1,able
121.0,332.3579068308039,10.0,0.017998236,1.0,1.0,unrepeated,-1,wort
237.0,278.04453779195853,3.0,0.017998236,1.0,1.0,unrepeated,-1,kiln
145.0,328.8972220824666,14.0,0.031252137,1.0,1.0,unrepeated,-1,tack
44.0,285.5012316427388,5.0,0.008588758,-1.0,1.0,unrepeated,-1,plod
363.0,259.67858947874095,3.0,0.040699411,-1.0,1.0,unrepeated,-1,fuss
23.0,338.64295137126186,18.0,0.014006227,-1.0,1.0,unrepeated,-1,sear
253.0,311.88067353303416,8.0,0.040890193,1.0,1.0,unrepeated,-1,melt
163.0,237.1826099195313,4.0,0.057405374,-1.0,1.0,unrepeated,-1,type
190.0,255.74980557828013,6.0,0.014630766,-1.0,1.0,unrepeated,-1,meld
413.0,294.24069113983825,6.0,0.026047047,-1.0,1.0,unrepeated,-1,rift
153.0,178.77973386812712,1.0,0.020629578,-1.0,1.0,unrepeated,-1,noun
210.0,311.2508077485226,7.0,0.031252137,1.0,1.0,unrepeated,-1,snot
471.0,259.68615409162777,8.0,0.032629002,-1.0,1.0,unrepeated,-1,gaze
341.0,234.50464813614371,3.0,0.065799752,-1.0,1.0,unrepeated,-1,free
193.0,275.5869894655697,3.0,0.028010655,1.0,1.0,unrepeated,-1,gout
426.0,287.3775011603811,7.0,0.046694624,-1.0,1.0,unrepeated,-1,flew
30.0,257.0720148330341,2.0,0.030420619,1.0,1.0,unrepeated,-1,knit
464.0,336.72295588285164,13.0,0.040371844,1.0,1.0,unrepeated,-1,bean
242.0,295.2609173602393,4.0,0.039192959,1.0,1.0,unrepeated,-1,glue
423.0,133.60465054405037,1.0,0.066480085,-1.0,1.0,unrepeated,-1,john
245.0,349.8358476512183,13.0,0.038654812,1.0,1.0,unrepeated,-1,slot
214.0,209.67585535303343,0.0,0.045620129,1.0,1.0,unrepeated,-1,exam
281.0,257.5826942601013,6.0,0.005419269,-1.0,1.0,unrepeated,-1,jeer
18.0,262.0633595791276,5.0,0.027902666,-1.0,1.0,unrepeated,-1,jolt
159.0,347.84017577781634,16.0,0.044169471,1.0,1.0,unrepeated,-1,boot
411.0,253.20253591599172,3.0,0.036705603,1.0,1.0,unrepeated,-1,turf
430.0,289.97755611944035,6.0,0.019742265,-1.0,1.0,unrepeated,-1,slur
511.0,309.23897608284534,8.0,0.02744911,1.0,1.0,unrepeated,-1,tush
466.0,241.74660477830716,0.0,0.026185634,1.0,1.0,unrepeated,-1,anus
417.0,323.4725579945903,12.0,0.03837224,1.0,1.0,unrepeated,-1,dose
395.0,270.40507331505876,3.0,0.027090945,1.0,1.0,unrepeated,-1,kelp
108.0,268.4811904396862,3.0,0.037020572,-1.0,1.0,unrepeated,-1,cult
154.0,289.3619937350199,3.0,0.029668293,1.0,1.0,unrepeated,-1,gasp
177.0,241.51907414872676,0.0,0.050080092,1.0,1.0,unrepeated,-1,guts
161.0,303.79499413260436,4.0,0.02500315,1.0,1.0,unrepeated,-1,font
124.0,245.8642725735586,3.0,0.053154191,-1.0,1.0,unrepeated,-1,whom
476.0,203.73016093109635,0.0,0.036378035,-1.0,1.0,unrepeated,-1,void
295.0,313.3805348297602,9.0,0.033590108,1.0,1.0,unrepeated,-1,cork
505.0,273.04157586376493,5.0,0.058379079,-1.0,1.0,unrepeated,-1,tony
420.0,276.5057848745821,7.0,0.031394323,-1.0,1.0,unrepeated,-1,poof
366.0,318.18358765522896,14.0,0.029841076,1.0,1.0,unrepeated,-1,dill
267.0,251.03695968950598,2.0,0.02744911,-1.0,1.0,unrepeated,-1,feud
439.0,315.6820249208799,11.0,0.039981282,1.0,1.0,unrepeated,-1,beep
338.0,315.1692424440493,12.0,0.038764601,1.0,1.0,unrepeated,-1,dove
107.0,273.055742457274,12.0,0.031180144,1.0,1.0,unrepeated,-1,vine
141.0,298.2205819192771,10.0,0.040827199,1.0,1.0,unrepeated,-1,tick
382.0,222.09033115498045,2.0,0.025906661,-1.0,1.0,unrepeated,-1,verb
330.0,307.80214349606473,6.0,0.020345206,1.0,1.0,unrepeated,-1,leer
349.0,286.59217288006755,6.0,0.042675618,-1.0,1.0,unrepeated,-1,hint
489.0,280.18117985983434,7.0,0.03193787,1.0,1.0,unrepeated,-1,flop
324.0,309.13627920869516,12.0,0.046095283,-1.0,1.0,unrepeated,-1,ward
444.0,313.51748974488163,11.0,0.040051475,1.0,1.0,unrepeated,-1,mice
467.0,277.2297191829712,13.0,0.029580101,1.0,1.0,unrepeated,-1,gill
260.0,246.27893027590918,2.0,0.027791076,1.0,1.0,unrepeated,-1,twig
105.0,223.79516463358723,1.0,0.044954194,1.0,1.0,unrepeated,-1,item
83.0,216.21926680535594,8.0,0.055826929,-1.0,1.0,unrepeated,-1,east
494.0,216.9963947495656,1.0,0.041257357,-1.0,1.0,unrepeated,-1,ahem
